6183
41704	一混	3
62013	一清	2
93413	一清二楚	1
38888	一溜	3
21671	一溜儿	3
35822	一溜烟	2
59186	一滴	4
41694	一潭死水	3
55724	一炮	1
46758	一炷香	1
44	一点	356
94780	一点一滴	1
35420	一点一点	3
77212	一点一点把	1
32769	一点儿	11
85320	一点半	1
7862	一点多	2
13549	一点点	14
21141	一点红	1
62535	一热	1
64822	一片汪洋	1
42372	一片狼藉	5
29917	一片空白	4
18444	一版	3
76833	一牢	1
12325	一环	19
5245	一班	7
36728	一班人马	1
60448	一瓢	1
27405	一瓶	5
13129	一生	48
56123	一用	1
12593	一男一女	3
51847	一番话	1
55408	一百	5
86731	一百一十	3
90298	一百一十二	1
39836	一百七	1
59100	一百七十	2
88689	一百万	2
36033	一百万元	4
68410	一百万美元	1
90459	一百三十	1
90219	一百三十八	1
29076	一百个	5
32682	一百九十	2
90440	一百九十三	1
90359	一百九十八	1
90220	一百二十七	1
78083	一百二十万	1
90236	一百二十五	1
90486	一百二十八	1
36887	一百二十六	3
39870	一百二十四个	1
90406	一百二十条	1
56539	一百五十	1
88821	一百亿	1
49540	一百余	1
49012	一百倍	1
89888	一百元	1
90398	一百八十	1
90375	一百八十七条	1
90452	一百八十九	1
38318	一百八十度	1
90468	一百六十	1
90450	一百六十五	1
90271	一百六十六	1
24212	一百分	2
25226	一百名	1
39895	一百四十	2
90223	一百四十九	1
90216	一百四十四	1
26083	一百多	10
67890	一百多万	1
86265	一百多个	2
23104	一百多亩	2
66054	一百多位	1
62587	一百多公里	1
58535	一百多天	1
15404	一百多年	11
94109	一百天	1
14453	一百年	13
65184	一百篇	1
76737	一百遍	1
90438	一百零三	1
72716	一百零二	3
90267	一百零五	1
58798	一百零八	2
90356	一百零六	1
77122	一盎司	1
88724	一盏	1
63127	一盏灯	1
90115	一监	1
56297	一盒	4
28417	一盖	1
26638	一盘	3
83602	一盘散沙	1
75329	一盘棋	1
16522	一目了然	6
22379	一直未果	1
32329	一省	6
27949	一看	22
49868	一眨眼	1
5104	一眼	10
90089	一瞥	1
7873	一瞬间	6
15359	一知半解	1
35435	一石	4
55312	一石数	1
24358	一石激起千层浪	7
24984	一码事	1
41141	一砖一瓦	2
65442	一破	1
56356	一票	6
26305	一票否决	8
27691	一票否决制	3
26377	一票否决权	1
93146	一私字	1
3018	一种	717
59917	一科	3
94204	一科多考	1
29333	一秒	3
83332	一秒钟	3
75655	一称	1
59822	一程	2
14484	一税	1
45085	一空	1
93221	一窍不通	1
36036	一窝案	1
64692	一窝蜂	5
10866	一站	10
12861	一站式	20
33175	一竞	1
33863	一章	15
14418	一端	9
88659	一竿子	1
79113	一竿子打	2
59513	一笑	4
33882	一笑了之	1
91025	一笑置之	1
16342	一笔	78
79614	一笔带过	2
46332	一笔笔	1
21675	一等	6
68337	一等功	1
46149	一等奖	4
30219	一策	4
14024	一筹莫展	3
63911	一算快	1
94801	一管	1
17483	一箩筐	1
33344	一箭之仇	1
36547	一箭双雕	3
44374	一箱	2
6776	一篇	114
59895	一篇篇	2
12614	一米	5
8227	一类	56
63084	一粒	1
7227	一系列	360
74100	一紧	1
11375	一级	116
53156	一纵	2
7396	一纸	16
53335	一纸空文	5
977	一线	128
35159	一线品牌	1
23577	一线希望	5
66864	一线生机	1
9508	一组	31
70692	一组组	2
40981	一细项	1
19972	一经	32
94643	一给	1
41019	一统天下	6
24440	一罐	2
45008	一网	2
34762	一网打尽	1
68532	一罚	1
90352	一罪	1
1697	一群	59
44999	一翼	2
88582	一老	1
91546	一考	2
94202	一考定	2
29933	一聊	2
1053	一职	65
38741	一肚子火	1
14138	一股	36
63544	一股脑	2
30251	一胎	8
37079	一胎化	8
47098	一胜九败	1
74484	一能	1
36177	一脉	1
8619	一脉相承	13
83533	一脉相通	1
33134	一脚	2
39303	一脸	9
49157	一脸茫然	2
30105	一臂	2
94726	一臂之力	1
9665	一至	10
62175	一致同意	2
24072	一致性	14
42651	一致意见	8
13274	一般性	44
82376	一般来讲	1
1407	一般来说	36
12931	一般而言	20
27410	一般说来	3
42524	一船	2
1632	一艘	21
86927	一艘船	1
12049	一节	16
91440	一节课	1
60648	一茬	3
94016	一荣	1
23236	一荣俱荣	3
90971	一落	1
37123	一落千丈	3
72662	一虎	1
873	一行	61
39316	一衣带水	1
29985	一表	3
22888	一袋	3
17772	一袭	1
15029	一要	4
41048	一见	1
93261	一规礼	1
45029	一视同仁	17
17266	一览	26
56148	一览无余	1
96340	一览表	1
28461	一角	8
45425	一触	1
19721	一触即发	7
25078	一言	1
24644	一言一行	4
95156	一言不发	1
33304	一言九鼎	1
81802	一言以	1
66712	一言以蔽之	3
75565	一言堂	4
63557	一言概	1
62964	一议	1
40019	一记	5
65170	一讲	1
24400	一讲到	1
45498	一证	1
85780	一评	1
8964	一词	18
40715	一试	3
63523	一语	1
93875	一语中的	1
75367	一语道破	4
10103	一说	17
22103	一说到	3
28264	一读	1
28356	一读再读	1
63649	一课	5
65143	一财	1
37778	一财网	1
41555	一败涂地	3
3732	一货多	2
6012	一贯	56
26304	一贯主张	3
66064	一贯性	1
93863	一赢	1
60787	一走了之	2
5181	一趟	13
19098	一跃	12
32467	一跃而起	1
55094	一跌	1
94390	一跌再跌	1
95202	一跑	1
7789	一路	110
13539	一路上	12
39452	一路打	2
40092	一路行	1
22770	一路顺风	3
12877	一蹴而就	22
25297	一身	21
50463	一身二任	1
81274	一身正气	1
62748	一躬	1
15983	一车	6
65922	一转	1
1091	一轮	93
49150	一较高下	3
282	一辆	82
15177	一辆车	6
80103	一辆辆	1
38835	一辈	5
51232	一辈子	18
24624	一边倒	6
57463	一达	3
37702	一达通	1
63535	一过	1
70274	一进	4
2631	一连	3
25428	一连串	16
5149	一连几天	1
82465	一逃	1
51504	一通	4
39262	一遇	3
12655	一遍	22
2860	一道	83
93371	一遭	1
77453	一避谈	1
33349	一郎	3
70821	一郎称	1
8702	一部	73
4356	一部分	301
33919	一重	4
85398	一金	1
30073	一针	2
35895	一针见血	5
75833	一锅	1
17075	一锅端	3
59102	一锤定音	2
29376	一键	1
62413	一长	3
60085	一长串	2
15415	一门	16
57551	一门心思	3
81885	一闪而过	1
17195	一问	4
36899	一问三不知	1
2484	一间	23
4360	一闹	2
40735	一队	4
11867	一阵	23
93975	一阵儿	1
55958	一阵子	1
59974	一阵阵	1
14160	一阵风	5
83177	一院	2
30217	一险	1
27773	一隅	1
19833	一零一	2
77223	一靠	1
38783	一面之缘	1
81224	一面之辞	1
82083	一面倒	1
55356	一面镜子	2
7242	一页	12
49134	一顶	1
2063	一项	319
82055	一项项	2
57253	一顿	7
96002	一顿饭	1
2727	一颗	10
70624	一颗颗	1
96523	一题	1
17027	一飞冲天	4
40390	一餐	1
37453	一首	16
21471	一首歌	4
67582	一马当先	3
91926	一驳	1
41996	一高	1
23245	一鸟	1
62019	一黄	1
52234	一黎慧玲	2
73125	一黑	1
3913	一齐	3
4537	丁	16
77782	丁一平	1
79215	丁东	1
54910	丁书苗	12
84725	丁书苗式	1
86577	丁书苗案	3
89093	丁书苗用	1
89075	丁书苗账	1
74452	丁二醇	2
17378	丁仲礼	2
40605	丁关根	1
35996	丁冬	1
28003	丁力	2
54920	丁办	1
70155	丁功扬	1
87038	丁向范	1
76563	丁善	1
84920	丁在	1
18666	丁学富	1
83090	丁学良	1
61744	丁宁	1
49914	丁家	1
48578	丁家塘	1
30319	丁小浩对	1
84815	丁山	1
89086	丁帮	1
95711	丁建臣	1
23807	丁怡婷	7
32680	丁文杰	4
62958	丁文韬	1
61182	丁方	1
93295	丁日昌	1
88361	丁景涛	1
56531	丁月生	2
22038	丁来	1
86578	丁案	1
64869	丁璐艳	1
64852	丁璐艳则	1
7176	丁磊	3
53023	丁祖昱	1
77762	丁秋生	1
81520	丁税	2
87257	丁绍祥	1
21990	丁继业	5
84914	丁羽	1
54945	丁羽心	4
70081	丁肇中	1
84945	丁能	1
51240	丁辰灵	1
48075	丁运洲	1
61221	丁远怀	1
2716	丁锋	64
10185	七	72
89179	七七	1
87768	七万	1
55916	七不调	1
66308	七世	1
2746	七个	41
60381	七中全会	3
69922	七九	2
22275	七五	4
22182	七人	4
17851	七位	5
57169	七侠五义	1
39869	七倍	2
42719	七八	7
39131	七八个	3
38987	七八亩	1
94255	七八件	1
84734	七八位	1
6149	七八十	2
66707	七八十年	1
3239	七八千万	2
38992	七八处	1
25074	七八年	3
84075	七八张	1
74900	七八条	1
94689	七八百	1
77660	七八级	1
33912	七军	1
17357	七分	6
83195	七到	1
78345	七十	3
90243	七十七	1
86948	七十三岁	1
78026	七十九	2
71979	七十二	1
76364	七十二条	3
90213	七十五	1
40717	七十五万	1
67364	七十余家	1
90411	七十八	1
80186	七十四条	2
39891	七十多	2
46662	七十多个	2
20728	七十年代	7
17973	七十条	3
30004	七千	5
14799	七千万	2
56551	七千五百	1
39897	七千多万	1
79554	七千多个	1
63985	七台	1
94736	七台河	1
44228	七号	4
10963	七名	18
90548	七周	1
60028	七品	1
59586	七嘴八舌	2
19975	七国集团	15
59507	七处	1
28848	七大	14
66280	七大姑八大姨	1
70804	七大类	2
23436	七天	16
38797	七套	1
85129	七姐	1
76082	七婆	1
1246	七宝	2
54810	七家	6
53407	七寸	3
88980	七局	1
71547	七层	2
71542	七层楼	1
30774	七届	6
83472	七岁	1
7904	七年	52
91441	七年级	1
12380	七庙	1
70097	七座	1
95371	七彩	1
62630	七律	1
5896	七成	30
66122	七折	1
28887	七日	9
10003	七旬	3
74487	七星	1
28968	七是	8
45282	七月	2
81427	七月份	2
17213	七期	2
66140	七条	3
38860	七栋	1
61191	七楼	5
30770	七次	11
57929	七湖	2
2482	七点	5
63949	七点钟	1
77651	七省	1
65597	七笔	1
37170	七篇	1
83528	七类	1
63804	七级	4
76621	七起	1
8570	七载	1
53818	七道	2
56988	七里河区	1
17106	七问	2
35836	七院	1
77043	七零八落	3
49207	七零后	1
13791	七项	3
95448	七首	1
30160	万七到	1
68109	万万	3
56265	万万不能	1
90061	万万千千	1
71376	万丈	2
17073	万丈光芒	2
20646	万上	2
23851	万不得已	3
79635	万世	1
75438	万东	1
80318	万两	10
9255	万个	57
45630	万丰	2
52756	万为	3
95833	万买	1
11158	万事	1
93817	万事万物	1
54535	万事俱备	1
39357	万事兴	1
88073	万事利	1
31849	万事大吉	3
85726	万事达卡	1
30191	万二	1
67845	万二孩	1
30983	万亩	20
7314	万人	184
33345	万人之上	1
92283	万人受	1
19233	万人持	1
16031	万人次	14
30470	万人约	1
60472	万人迷	1
49249	万人降	1
3774	万亿	126
3790	万亿元	165
74999	万亿千瓦时	1
44738	万亿吨	2
13499	万亿斤	3
46095	万亿日元	6
24173	万亿立方米	2
1316	万亿美元	53
62393	万亿韩元	1
26095	万件	17
3768	万份	18
45757	万众	2
50035	万众一心	4
66151	万众瞩目	4
39165	万余	10
72375	万余件	1
20280	万余份	1
20306	万余元	43
90181	万余名	1
59406	万余吨	3
14829	万余家	2
13697	万余条	1
31253	万余次	3
23935	万余种	1
42399	万例	3
85049	万修	1
1135	万元	420
74757	万全	2
83607	万全之策	1
30171	万八	1
13265	万公里	16
30975	万公顷	6
80919	万共	1
65452	万册	1
66689	万军	2
83835	万出头	1
34525	万分	3
22466	万分之	6
23856	万分之一	4
38299	万分之三	5
30201	万分之二	5
51201	万分钟	2
8784	万到	16
71492	万力	4
27469	万劫不复	4
29473	万千	4
3444	万千瓦	21
38147	万单	5
45600	万博	2
65279	万历	7
47687	万及	1
67566	万双	1
87996	万变不离其宗	1
54092	万口	2
19613	万台	24
15465	万名	41
80615	万后	1
6739	万向	2
13093	万向集团	4
3777	万吨	78
51482	万吨级	2
90715	万吨轮	1
95675	万嘉戴斯	1
80643	万国	1
77456	万国宫	1
58256	万圣	1
29922	万块	3
51723	万堂	1
29368	万外	1
13706	万多	31
37570	万多个	4
14511	万多亿	4
9666	万多件	4
28137	万多元	14
84310	万多公里	1
7327	万多名	5
62453	万多块	1
67897	万多家	3
82757	万多平方公里	1
49573	万多所	3
62435	万多美元	1
49164	万多辆	1
88913	万天飞	1
52027	万头	6
8909	万套	26
73888	万好	1
32407	万字	9
89378	万季	1
50764	万安	2
51375	万宗	1
47580	万宝	1
6077	万家	21
45105	万富	3
80580	万寿	3
87903	万寿路	1
13029	万将家	1
64105	万属	1
67514	万岁	3
50338	万岁军	1
50717	万峰	3
75516	万州	1
96313	万州区	1
3460	万左右	10
66490	万平	1
15551	万平方公里	22
8920	万平方米	54
16912	万年	2
94068	万年前	1
74038	万年青	1
90138	万幸	1
84277	万庆	2
13696	万度	1
13249	万座	4
4534	万建民	3
36493	万建民为	1
6688	万张	13
89553	万得城	1
73882	万恒	1
27585	万户	31
3658	万手	2
70201	万擎	1
74544	万支	1
87615	万斤	1
24154	万方	2
44192	万无一失	3
62793	万日	1
54504	万日元	1
12026	万旧	1
56325	万时	1
72073	万昌	1
72074	万昌富宇	1
45647	万春	7
86367	万是	1
81417	万有引力	1
52524	万本	2
87178	万村	1
18581	万条	3
36256	万柳	2
57409	万柳阁	1
51472	万桶	10
2131	万梅华	1
71146	万棵	1
24763	万次	6
52755	万死于	1
68031	万洗	1
3234	万港元	17
48902	万源	1
69728	万澳元	3
51929	万灵药	3
74802	万点	1
26649	万物	6
48581	万物之灵	1
63424	万用	1
58257	万病	1
78185	万盛	1
54298	万石	1
93131	万祀	1
32686	万福	6
21118	万种风情	1
6900	万科	30
86617	万税	1
24186	万立方米	8
78458	万笔	3
82521	万箱	1
52845	万米	1
70731	万紫千红	1
8083	万紫山	3
64215	万线	1
21202	万绿丛中	1
68293	万绿湖	1
37504	万网	1
68836	万羊	1
1289	万美元	140
62973	万美金	4
58692	万耐多药	1
8587	万股	52
26098	万能	15
19996	万至	9
21615	万般	2
30984	万般无奈	2
81199	万花筒	1
48877	万苍乡	1
205	万英尺	3
13042	万英镑	15
60988	万荣	3
89472	万获	1
71119	万袋	1
55500	万象	4
66941	万豪	1
92831	万贯	1
43468	万起	2
83806	万车	1
21838	万载	2
21868	万载县	2
11076	万辆	52
7220	万达	11
30814	万通	6
74340	万邦	1
67854	万部	2
21266	万里	12
69547	万里迢迢	1
44831	万里长城	1
55375	万里长征	8
64986	万重	2
40181	万重山	1
67076	万金	2
44974	万钢	9
81396	万镑	2
43775	万间	1
6395	万降	1
75351	万隆	1
42072	万难	3
85037	万集	1
74890	万零	1
94447	万非京籍	1
89156	万韩元	1
52704	万顷	1
39790	万项	2
88846	万首	1
60813	万马奔腾	3
78767	万马齐喑	2
64106	万高	1
93633	万高危	1
95399	丈二和尚摸不着头脑	1
5097	丈夫	55
27972	丈母娘	1
5283	三	340
17678	三一	2
53864	三一恨	1
27728	三七	1
23304	三万	4
86002	三万亩	2
57568	三万元	2
92886	三万八千	1
83539	三万多	1
38583	三丈	1
88066	三三两两	1
84838	三三制	1
65883	三上	2
65878	三下	1
45965	三世	10
63279	三两	1
2107	三个	430
33586	三个代表	25
34494	三中	8
2080	三中全会	390
83115	三九	1
13069	三五	7
81917	三五十年	1
82710	三五天	1
27586	三五年	10
95167	三五成群	1
23377	三井	4
42	三亚	19
39649	三亚市	4
88966	三亚湾	1
27921	三产	2
24865	三亲	1
5465	三人	61
96237	三人共看	1
57475	三人用	1
88260	三人行	1
24354	三人谈	1
81100	三亿	1
